Name,English name,Episodes,Aired,Genres,Score
Shin Hokuto no Ken,New Fist of the North Star,3,"Jul 24, 2003 to May 28, 2004","Action, Sci-Fi",6.94
Hokuto no Ken Movie,Fist of the North Star: The Movie,1,"Mar 8, 1986","Adventure, Sci-Fi",7.21
Final Fantasy: The Spirits Within,Final Fantasy: The Spirits Within,1,"Jul 2, 2001",Sci-Fi,6.32
Street Fighter II Movie,Street Fighter II: The Animated Movie,1,"Aug 6, 1994",Action,7.17
Detective Conan Movie 04: Captured in Her Eyes,Case Closed Movie 4: Captured In Her Eyes,1,"Apr 22, 2000","Adventure, Comedy, Mystery",8.03
Detective Conan Movie 05: Countdown to Heaven,Case Closed Movie 5: Countdown to Heaven,1,"Apr 21, 2001","Adventure, Comedy, Mystery",8.12
Detective Conan Movie 06: The Phantom of Baker Street,Case Closed: The Phantom of Baker Street,1,"Apr 20, 2002","Adventure, Mystery",8.3
Detective Conan Movie 07: Crossroad in the Ancient Capital,UNKNOWN,1,"Apr 19, 2003","Adventure, Comedy, Mystery",7.8
Detective Conan Movie 08: Magician of the Silver Sky,UNKNOWN,1,"Apr 17, 2004","Adventure, Comedy, Mystery",8.06
Detective Conan OVA 06: Follow the Vanished Diamond! Conan & Heiji vs. Kid!,UNKNOWN,1,"Mar 15, 2006","Comedy, Mystery",7.36
Detective Conan OVA 01: Conan vs. Kid vs. Yaiba - Houtou Soudatsu Daikessen!!,UNKNOWN,1,"Oct 11, 2000","Adventure, Comedy, Mystery",7.23
Atama Yama,Mt. Head,1,"Jan 1, 2002","Avant Garde, Award-Winning, Comedy, Fantasy, Suspense",6.37
Hi no Tori,Phoenix,13,"Mar 21, 2004 to Jun 27, 2004","Adventure, Drama, Sci-Fi, Supernatural",7.12
Taiho Shichau zo (TV),You're Under Arrest (1996),47,"Oct 5, 1996 to Sep 27, 1997","Action, Comedy",7.54
Black Jack Specials: Inochi wo Meguru Yottsu no Kiseki,UNKNOWN,4,"Dec 22, 2003 to Oct 13, 2004",Drama,7.21
Kyoushoku Soukou Guyver (2005),Guyver: The Bioboosted Armor,26,"Aug 6, 2005 to Feb 18, 2006","Adventure, Sci-Fi",7.22
Watashi no Ashinaga Ojisan,My Daddy Long Legs,40,"Jan 4, 1990 to Dec 23, 1990","Comedy, Romance, Slice of Life",7.7
Ojamajo Doremi Na-i-sho,UNKNOWN,13,"Jun 26, 2004 to Dec 11, 2004","Comedy, Fantasy",7.8
Uchuu Koukyoushi Maetel: Ginga Tetsudou 999 Gaiden,Space Symphonic Poem Maetel: Galaxy Express 999 Side Story,13,"Aug 6, 2004 to Oct 29, 2004","Drama, Sci-Fi",6.66
Sengoku Kitan Youtouden Movie,Wrath of the Ninja,1,"May 27, 1989",Action,5.97
Kino no Tabi: The Beautiful World - Nanika wo Suru Tame ni - Life Goes On.,UNKNOWN,1,"Feb 19, 2005","Adventure, Drama, Fantasy",7.74
Blue Gender: The Warrior,Blue Gender: The Warrior,1,"Nov 20, 2002","Adventure, Drama, Horror, Romance, Sci-Fi",6.2
Seikai no Monshou Special,UNKNOWN,1,"Apr 7, 2000","Action, Romance, Sci-Fi",7.11
Yuusha-Ou GaoGaiGar Final,GaoGaiGar Final,8,"Jan 21, 2000 to Mar 21, 2003","Adventure, Drama, Sci-Fi",8.07
Kyuuketsuhime Miyu,Vampire Princess Miyu,4,"Jul 21, 1988 to Apr 21, 1989","Action, Drama, Horror",6.96
Future GPX Cyber Formula,UNKNOWN,37,"Mar 15, 1991 to Dec 20, 1991","Adventure, Sci-Fi",7.43
Future GPX Cyber Formula 11,UNKNOWN,6,"Nov 1, 1992 to Jun 1, 1993","Drama, Sci-Fi",7.3
Future GPX Cyber Formula Zero,UNKNOWN,8,"Apr 1, 1994 to Feb 1, 1995","Drama, Sci-Fi",7.4
Future GPX Cyber Formula Saga,UNKNOWN,8,"Aug 1, 1996 to Jul 25, 1997","Drama, Sci-Fi",7.31
Future GPX Cyber Formula Sin,UNKNOWN,5,"Dec 21, 1998 to Mar 17, 2000","Drama, Sci-Fi",7.4
Future GPX Cyber Formula: Early Days Renewal,UNKNOWN,2,"Apr 1, 1996 to Jun 1, 1996","Drama, Sci-Fi, Sports",6.27
Macross 7,UNKNOWN,49,"Oct 16, 1994 to Sep 24, 1995","Action, Adventure, Comedy, Drama, Romance, Sci-Fi",7.18
Macross Dynamite 7,UNKNOWN,4,"Dec 18, 1997 to Aug 25, 1998","Action, Adventure, Comedy, Sci-Fi",6.81
Macross 7 Encore,UNKNOWN,3,"Dec 18, 1995 to Feb 25, 1996","Action, Comedy, Drama, Sci-Fi",6.93
Macross 7 Movie: Ginga ga Ore wo Yondeiru!,Macross 7: The Galaxy is Calling Me,1,"Sep 30, 1995","Action, Adventure, Comedy, Drama, Sci-Fi",6.89
IGPX: Immortal Grand Prix,UNKNOWN,5,"Sep 15, 2003 to Sep 19, 2003","Sci-Fi, Sports",6.5
IGPX: Immortal Grand Prix (2005) 2nd Season,IGPX: Immortal Grand Prix Season 2,13,"May 20, 2006 to Aug 26, 2006","Action, Sci-Fi",7.25
Lupin III,Lupin III,23,"Oct 24, 1971 to Mar 26, 1972","Action, Adventure, Comedy, Mystery",7.63
Lupin III: Alcatraz Connection,UNKNOWN,1,"Aug 3, 2001","Action, Adventure, Comedy",7.04
Lupin III: Tenshi no Tactics - Yume no Kakera wa Koroshi no Kaori,UNKNOWN,1,"Jul 22, 2005","Action, Adventure, Comedy, Mystery",6.97
Lupin III: Bye Bye Liberty - Kiki Ippatsu!,Lupin III: Goodbye Lady Liberty,1,"Apr 1, 1989","Action, Adventure, Comedy, Mystery",6.8
Lupin III: Dead or Alive,Lupin III: Dead or Alive,1,"Apr 20, 1996","Action, Adventure, Comedy, Mystery",7.12
Lupin III: Moeyo Zantetsuken!,Lupin III: Dragon of Doom,1,"Jul 29, 1994","Action, Adventure, Comedy, Mystery",7.02
"Lupin III: Episode 0 ""First Contact""",Lupin III Episode 0: The First Contact,1,"Jul 26, 2002","Action, Adventure, Comedy, Mystery",7.56
Lupin III: Kutabare! Nostradamus,Lupin III: Farewell to Nostradamus,1,"Apr 22, 1995","Action, Adventure, Comedy, Mystery",7.33
Lupin III: Russia yori Ai wo Komete,Lupin III: Bank of Liberty,1,"Jul 24, 1992","Action, Adventure, Comedy, Mystery",6.68
Lupin III: Hemingway Paper no Nazo,UNKNOWN,1,"Jul 20, 1990","Action, Adventure, Comedy, Mystery",6.88
Lupin III: $1 Money Wars,Lupin III: Missed by a Dollar,1,"Jul 28, 2000","Action, Adventure, Comedy, Mystery",7.11
Lupin III: Napoleon no Jisho wo Ubae,Lupin III: Napoleon's Dictionary,1,"Aug 9, 1991","Action, Adventure, Comedy, Mystery",6.62
Lupin III: Otakara Henkyaku Daisakusen!!,Lupin III: Operation Return the Treasure,1,"Aug 1, 2003","Action, Adventure, Comedy, Mystery",7.31
Lupin III: Part II,UNKNOWN,155,"Oct 3, 1977 to Oct 6, 1980","Action, Adventure, Comedy, Mystery",7.77
Lupin III: Part III,UNKNOWN,50,"Mar 3, 1984 to Dec 25, 1985","Action, Adventure, Comedy",7.29
Lupin III: Ikiteita Majutsushi,Lupin III: Return of Pycal,1,"Apr 3, 2002","Action, Adventure, Comedy, Mystery",5.84
Lupin III: Pilot Film (1978),UNKNOWN,1,"Dec 16, 1978","Action, Adventure, Comedy, Mystery",6.3
Lupin III: Nusumareta Lupin,Lupin III: Swallowtail Tattoo,1,"Jul 30, 2004","Action, Adventure, Comedy, Mystery",7.01
Lupin III: Cagliostro no Shiro,Lupin III: The Castle of Cagliostro,1,"Dec 15, 1979","Action, Adventure, Award-Winning, Comedy, Mystery",8.15
Lupin III: Ai no Da Capo - Fujiko's Unlucky Days,Lupin III: The Columbus Files,1,"Jul 30, 1999","Action, Adventure, Comedy, Mystery",6.76
Lupin III: Fuuma Ichizoku no Inbou,Lupin III: The Fuma Conspiracy,1,"Dec 26, 1987","Action, Adventure, Comedy, Mystery",7.28
Lupin III: Babylon no Ougon Densetsu,UNKNOWN,1,"Jul 13, 1985","Action, Adventure, Comedy, Mystery",6.46
Lupin III: Harimao no Zaihou wo Oe!!,UNKNOWN,1,"Aug 4, 1995","Action, Adventure, Comedy, Mystery",6.91
Lupin III: Lupin vs. Fukusei-ningen,Lupin III: The Secret of Mamo,1,"Dec 16, 1978","Action, Adventure, Comedy, Mystery",7.0
Lupin III: Twilight Gemini no Himitsu,UNKNOWN,1,"Aug 2, 1996","Action, Adventure, Comedy",6.91
Lupin III: Honoo no Kioku - Tokyo Crisis,Lupin III: Crisis in Tokyo,1,"Jul 24, 1998","Action, Adventure, Comedy, Mystery",7.24
Lupin III: Lupin Ansatsu Shirei,Lupin III: Voyage to Danger,1,"Jul 23, 1993","Action, Adventure, Comedy, Mystery",6.93
Lupin III: Walther P38,Lupin III: Island of Assassins,1,"Aug 1, 1997","Action, Adventure, Comedy, Mystery",7.33
Ninja Mono,Ninja Cadets,2,"Mar 27, 1996 to Jun 12, 1996","Adventure, Comedy, Supernatural",5.87
Ginga Tetsudou no Yoru,Night on the Galactic Railroad,1,"Jul 13, 1985","Award-Winning, Drama, Fantasy, Mystery",7.35
Alexander Senki,Reign: The Conqueror,13,"Sep 15, 1999 to Sep 18, 1999","Action, Adventure, Fantasy, Sci-Fi, Supernatural",5.72
Sol Bianca,UNKNOWN,2,"Mar 21, 1990 to Jul 21, 1991","Action, Adventure, Sci-Fi",6.27
Sol Bianca: Taiyou no Fune,Sol Bianca: The Legacy,6,"Sep 24, 1999 to Oct 6, 2000","Adventure, Sci-Fi",6.33
Mach GoGoGo,Speed Racer,52,"Apr 2, 1967 to Mar 31, 1968",Adventure,6.66
Hyakujuu-Ou GoLion,Voltron: Defender of the Universe,52,"Mar 4, 1981 to Feb 24, 1982","Adventure, Sci-Fi",6.84
Brigadoon: Marin to Melan,Brigadoon,26,"Jul 21, 2000 to Feb 9, 2001","Adventure, Comedy, Drama, Sci-Fi",7.26
Shuranosuke Zanmaken: Shikamamon no Otoko,Sword for Truth,1,"Dec 28, 1990","Action, Supernatural, Suspense",4.7
The Samurai,UNKNOWN,1,"Nov 1, 1987","Comedy, Romance",5.92
Maison Ikkoku,Maison Ikkoku,96,"Mar 26, 1986 to Mar 2, 1988","Comedy, Drama, Romance",8.19
Kemonozume,UNKNOWN,13,"Aug 6, 2006 to Nov 5, 2006","Action, Horror, Romance, Supernatural",7.35
Makai Tenshou,Ninja Resurrection,2,"Feb 27, 1998 to Mar 27, 1998","Action, Supernatural",5.19
L/R: Licensed by Royal,Licensed by Royalty,12,"Jan 8, 2003 to Mar 26, 2003","Action, Adventure, Mystery",6.39
Key the Metal Idol,Key the Metal Idol,15,"Dec 16, 1994 to Jun 18, 1997","Action, Award-Winning, Drama, Sci-Fi",6.88
Uchuu no Kishi Tekkaman,Tekkaman,26,"Jul 2, 1975 to Dec 24, 1975","Action, Adventure, Sci-Fi",6.19
Uchuu no Kishi Tekkaman Blade,Tekkaman Blade,49,"Feb 18, 1992 to Feb 2, 1993","Action, Adventure, Drama, Romance, Sci-Fi",7.45
Uchuu no Kishi Tekkaman Blade II,Tekkaman Blade II,6,"Jul 21, 1994 to Apr 21, 1995","Action, Adventure, Drama, Sci-Fi",6.28
Memories,UNKNOWN,3,"Dec 23, 1995","Award-Winning, Drama, Horror, Sci-Fi",7.71
Hakaima Sadamitsu,Sadamitsu the Destroyer,10,"Jan 17, 2001 to Mar 21, 2001","Action, Sci-Fi",6.82
Hakugei Densetsu,Hakugei: Legend of the Moby Dick,26,"Apr 9, 1997 to May 12, 1999","Adventure, Sci-Fi",6.57
Baoh Raihousha,Baoh the Visitor,1,"Sep 16, 1989","Action, Sci-Fi",6.12
Monster Farm: Enbanseki no Himitsu,Monster Rancher,48,"Apr 17, 1999 to Mar 25, 2000","Action, Adventure, Comedy, Fantasy",6.79
City Hunter,UNKNOWN,51,"Apr 6, 1987 to Mar 28, 1988","Action, Comedy, Mystery",7.91
City Hunter 2,UNKNOWN,63,"Apr 2, 1988 to Jul 14, 1989","Action, Comedy, Mystery",8.06
City Hunter 3,UNKNOWN,13,"Oct 15, 1989 to Jan 21, 1990","Action, Comedy, Mystery",7.8
City Hunter '91,UNKNOWN,13,"Apr 28, 1991 to Oct 10, 1991","Action, Comedy, Mystery",7.74
City Hunter: Ai to Shukumei no Magnum,City Hunter: .357 Magnum,1,"Jun 17, 1989","Action, Comedy, Mystery",7.37
City Hunter: Bay City Wars,City Hunter: Bay City Wars,1,"Aug 25, 1990","Action, Comedy, Mystery",7.34
City Hunter: Hyakuman Dollar no Inbou,City Hunter: Million Dollar Conspiracy,1,"Aug 25, 1990","Action, Comedy, Mystery",7.32
City Hunter: The Secret Service,City Hunter: The Secret Service,1,"Jan 5, 1996","Action, Comedy, Mystery",7.41
City Hunter: Goodbye My Sweetheart,City Hunter: The Motion Picture,1,"Apr 25, 1997","Adventure, Comedy",7.49
Sky Girls OVA,UNKNOWN,1,"Aug 25, 2006",Sci-Fi,6.59
"Urusei Yatsura: Haru da, Tobidase!",UNKNOWN,1,"Mar 31, 1982","Action, Adventure, Comedy, Drama, Romance, Sci-Fi",6.61
D.Gray-man,D.Gray-man,103,"Oct 3, 2006 to Sep 30, 2008","Action, Adventure, Fantasy",8.02
Master Keaton,UNKNOWN,24,"Oct 6, 1998 to Mar 30, 1999","Adventure, Drama, Mystery",7.59
Youma,Blood Reign: Curse of the Yoma,2,"May 1, 1989 to Jun 1, 1989","Action, Fantasy, Horror, Supernatural",6.06
Akachan to Boku,Baby and Me,35,"Jul 11, 1996 to Mar 26, 1997","Comedy, Drama",7.81
Kodomo no Omocha (TV),Kodocha,102,"Apr 5, 1996 to Mar 27, 1998","Comedy, Drama, Romance",8.06
.hack//Unison,UNKNOWN,1,"Oct 24, 2003","Adventure, Comedy, Fantasy, Sci-Fi",6.63
Area 88,UNKNOWN,3,"Feb 5, 1985 to Jun 15, 1986","Action, Adventure, Drama, Romance",7.49
Ginga Tetsudou Monogatari,The Galaxy Railways,26,"Oct 5, 2003 to Apr 11, 2004","Action, Adventure, Drama, Sci-Fi",7.07
Ginga Tetsudou 999,Galaxy Express 999,113,"Sep 14, 1978 to Mar 26, 1981","Adventure, Drama, Sci-Fi",7.78
Project ARMS,Project ARMS,26,"Apr 7, 2001 to Sep 29, 2001",Action,6.93
Project ARMS: The 2nd Chapter,Project ARMS: The 2nd Chapter,26,"Oct 6, 2001 to Mar 30, 2002","Action, Fantasy",6.98
Darkside Blues,UNKNOWN,1,"Oct 8, 1994","Horror, Mystery, Sci-Fi",6.03
Maetel Legend,UNKNOWN,2,"Dec 13, 2000 to Mar 7, 2001","Drama, Sci-Fi",6.39
Aru Machi Kado no Monogatari,Tales of the Street Corner,1,"Nov 5, 1962","Award-Winning, Drama, Romance",6.54
Black Blood Brothers,Black Blood Brothers,12,"Sep 8, 2006 to Nov 24, 2006","Action, Comedy, Fantasy",7.1
Kaleido Star: Good da yo! Goood!!,UNKNOWN,1,"Sep 27, 2006",Comedy,6.71
Mahou Shoujo Pretty Sammy (1996),Magical Project S,26,"Oct 4, 1996 to Mar 28, 1997","Comedy, Fantasy",6.82
Mahou Shoujo Pretty Sammy Specials,Magical Project S Specials,7,1997,"Adventure, Comedy, Fantasy",6.24
Macross Flash Back 2012,UNKNOWN,1,"Jun 21, 1987","Drama, Sci-Fi",6.85
Detective Conan Movie 09: Strategy Above the Depths,UNKNOWN,1,"Apr 9, 2005","Adventure, Comedy, Mystery",7.79
Detective Conan Movie 10: Requiem of the Detectives,Detective Conan: The Private Eyes' Requiem,1,"Apr 15, 2006","Adventure, Comedy, Mystery",8.04
Sci-fi Harry,Sci-fi Harry,20,"Oct 6, 2000 to Mar 23, 2001","Drama, Horror, Sci-Fi",6.16
Mamotte! Lollipop,Save Me! Lollipop,13,"Jul 2, 2006 to Sep 24, 2006","Adventure, Comedy, Romance",6.61
UFO Princess Valkyrie 3: Seiresetsu no Hanayome,UFO Ultramaiden Valkyrie 3: Bride of Celestial Souls' Day,6,"May 25, 2005 to Oct 25, 2005","Comedy, Romance, Sci-Fi",7.01
Sentou Yousei Shoujo Tasukete! Mave-chan,UNKNOWN,1,"Feb 24, 2005","Comedy, Sci-Fi",5.26
Kirarin☆Revolution,Kirarin Revolution,153,"Apr 7, 2006 to Mar 27, 2009","Comedy, Drama, Romance",7.06
Silent Möbius,UNKNOWN,26,"Apr 7, 1998 to Sep 29, 1998","Action, Comedy, Drama, Fantasy, Horror, Romance, Sci-Fi",6.79
Black Lagoon: The Second Barrage,Black Lagoon: The Second Barrage,12,"Oct 3, 2006 to Dec 19, 2006",Action,8.17
Black Jack,Black Jack,12,"Dec 21, 1993 to Dec 16, 2011","Drama, Mystery, Suspense",7.73
Black Jack the Movie,Black Jack: The Movie,1,"Nov 30, 1996","Award-Winning, Drama",7.33
Fuujin Monogatari,Windy Tales,13,"Sep 11, 2004 to Feb 26, 2005","Drama, Fantasy, Slice of Life, Supernatural",7.23
Pokemon Crystal: Raikou Ikazuchi no Densetsu,UNKNOWN,1,"Dec 30, 2001","Action, Adventure, Comedy, Fantasy",6.83
Pokemon Movie 08: Mew to Hadou no Yuusha Lucario,Pokémon: Lucario and the Mystery of Mew,1,"Jul 16, 2005","Action, Adventure, Drama, Fantasy",7.31
Pokemon: Senritsu no Mirage Pokemon,Pokémon: The Mastermind of Mirage Pokémon,1,"Oct 13, 2006","Adventure, Comedy, Fantasy",6.48
Bishoujo Yuugekitai Battle Skipper,Battle Skipper,3,"Aug 23, 1995 to Dec 16, 1995","Comedy, Sci-Fi",5.23
Kanon (2006),Kanon,24,"Oct 6, 2006 to Mar 16, 2007","Drama, Romance, Supernatural",7.95
Ai Tenshi Densetsu Wedding Peach,Wedding Peach,51,"Apr 5, 1995 to Mar 27, 1996","Comedy, Fantasy, Romance",6.77
Futari wa Precure: Splash☆Star,UNKNOWN,49,"Feb 5, 2006 to Jan 28, 2007","Action, Comedy, Fantasy",7.21
Death Note,Death Note,37,"Oct 4, 2006 to Jun 27, 2007","Supernatural, Suspense",8.62
Busou Renkin,Buso Renkin,26,"Oct 5, 2006 to Mar 29, 2007","Action, Supernatural",7.3
Genshi Shounen Ryuu,Ryu the Primitive Boy,22,"Oct 30, 1971 to Mar 25, 1972","Action, Adventure, Sci-Fi",6.37
Pumpkin Scissors,UNKNOWN,24,"Oct 3, 2006 to Mar 18, 2007","Action, Comedy, Drama",7.16
Touch: Cross Road - Kaze no Yukue,UNKNOWN,1,"Feb 9, 2001","Romance, Sports",6.83
"Touch: Miss Lonely Yesterday - Are kara, Kimi wa...",UNKNOWN,1,"Dec 22, 1998","Romance, Sports",6.59
Souten no Ken,Fist of the Blue Sky,22,"Oct 5, 2006 to Mar 15, 2007",Action,6.66
Brain Powerd,UNKNOWN,26,"Apr 8, 1998 to Nov 11, 1998","Action, Adventure, Sci-Fi",6.17
Yoake Mae yori Ruriiro na: Crescent Love,Brighter Than the Dawning Blue,12,"Oct 5, 2006 to Dec 21, 2006","Comedy, Romance, Sci-Fi",7.09
Super Robot Taisen OG The Animation,Super Robot Wars Original Generation: The Animation,3,"May 27, 2005 to Dec 23, 2005","Action, Sci-Fi",6.58
Obake no Q-tarou,UNKNOWN,96,"Aug 29, 1965 to Jun 28, 1967","Comedy, Slice of Life, Supernatural",5.98
Shin Taketori Monogatari: 1000-nen Joou,Queen Millennia,42,"Apr 16, 1981 to Mar 25, 1982","Drama, Mystery, Sci-Fi",7.15
1000-nen Joou: Queen Millennia,UNKNOWN,1,"Mar 13, 1982","Adventure, Drama, Fantasy, Sci-Fi",6.73
Attack No.1,UNKNOWN,104,"Dec 7, 1969 to Nov 28, 1971","Drama, Sports",6.94
Hiatari Ryoukou! Yume no Naka ni Kimi ga Ita,Sunny Ryoko! You Were There in a Dream,1,"Oct 1, 1988","Comedy, Drama, Romance",6.11
Queen Emeraldas,UNKNOWN,4,"Jun 5, 1998 to Dec 18, 1999","Action, Adventure, Sci-Fi",6.82
Asatte no Houkou.,Living for the Day After Tomorrow,12,"Oct 6, 2006 to Dec 22, 2006","Drama, Supernatural",7.03
Tokimeki Memorial: Only Love,Tokimeki Memorial,25,"Oct 3, 2006 to Apr 3, 2007","Comedy, Romance",7.03
Kikoushi Enma,Demon Prince Enma,4,"Aug 24, 2006 to Mar 23, 2007","Fantasy, Horror, Supernatural",7.05
Shounen Onmyouji,Shonen Onmyoji,26,"Oct 4, 2006 to Mar 28, 2007","Action, Fantasy",7.55
Shijou Saikyou no Deshi Kenichi,KenIchi: The Mightiest Disciple,50,"Oct 8, 2006 to Sep 30, 2007","Action, Comedy",8.06
Yamato Nadeshiko Shichihenge♥,The Wallflower,25,"Oct 4, 2006 to Mar 28, 2007",Comedy,7.72
Magic Knight Rayearth II,Magic Knight Rayearth II,29,"Apr 10, 1995 to Nov 27, 1995","Adventure, Drama, Fantasy, Romance",7.52
Pokemon Advanced Generation,Pokémon: Advanced,192,"Nov 21, 2002 to Sep 14, 2006","Action, Adventure, Comedy, Fantasy",7.11
Pokemon Diamond & Pearl,Pokémon: Diamond and Pearl,191,"Sep 28, 2006 to Sep 9, 2010","Action, Adventure, Comedy, Fantasy",7.26
Koukaku Kidoutai: Stand Alone Complex - Solid State Society,Ghost in the Shell: Stand Alone Complex - Solid State Society,1,"Sep 1, 2006","Award-Winning, Mystery, Sci-Fi",8.11
Kaitou Saint Tail,Mysterious Thief Saint Tail,43,"Oct 12, 1995 to Sep 12, 1996","Adventure, Romance",7.56
Sumomomo Momomo: Chijou Saikyou no Yome,UNKNOWN,22,"Oct 6, 2006 to Mar 16, 2007","Action, Comedy, Romance",6.85
Otome wa Boku ni Koishiteru,Otoboku: Maidens are Falling for Me!,12,"Oct 8, 2006 to Dec 24, 2006","Comedy, Drama, Romance",7.03
Happiness!,Happiness!,12,"Oct 6, 2006 to Dec 22, 2006","Comedy, Romance",6.36
Ghost Hunt,Ghost Hunt,25,"Oct 4, 2006 to Mar 28, 2007","Horror, Mystery, Supernatural",7.76
Jungle Taitei,Kimba the White Lion,52,"Oct 6, 1965 to Sep 28, 1966",Adventure,6.63
Get Ride! AMDriver,UNKNOWN,51,"Apr 5, 2004 to Mar 28, 2005","Adventure, Sci-Fi",6.2
Code Geass: Hangyaku no Lelouch,Code Geass: Lelouch of the Rebellion,25,"Oct 6, 2006 to Jul 29, 2007","Action, Award-Winning, Drama, Sci-Fi",8.7
Bakumatsu Kikansetsu Irohanihoheto,Intrigue in the Bakumatsu: Irohanihoheto,26,"Oct 6, 2006 to Apr 6, 2007","Action, Drama",7.09
Taiho Shichau zo,You're Under Arrest,4,"Sep 24, 1994 to Nov 25, 1995","Action, Comedy",7.45
Koisuru Tenshi Angelique: Kokoro no Mezameru Toki,Loving Angel Angelique: When Hearts Awaken,13,"Jul 8, 2006 to Sep 30, 2006","Adventure, Comedy, Drama, Fantasy, Romance, Sci-Fi",6.82
Kiniro no Corda: Primo Passo,La corda d'oro: primo passo,25,"Oct 2, 2006 to Mar 26, 2007","Comedy, Drama, Romance",7.42
Mouryou Senki Madara,Madara,2,"Mar 20, 1991 to Dec 20, 1991","Adventure, Supernatural",5.98
Gift: Eternal Rainbow,UNKNOWN,12,"Oct 6, 2006 to Dec 22, 2006","Comedy, Drama, Romance",6.58
Submarine 707R,Submarine 707R,2,"Sep 26, 2003 to Apr 28, 2004","Action, Adventure, Sci-Fi",6.21
009-1,009-1,12,"Oct 6, 2006 to Dec 22, 2006","Action, Sci-Fi",6.2
Stratos 4 Advance Kanketsu-hen,UNKNOWN,2,"Sep 22, 2006 to Oct 22, 2006","Comedy, Sci-Fi",6.83
Spectral Force,UNKNOWN,2,"Nov 25, 1998 to Mar 25, 1999",Fantasy,3.55
Aoi Umi no Tristia,UNKNOWN,2,"Apr 23, 2004 to Jul 23, 2004",Adventure,5.59
Tenpou Ibun: Ayakashi Ayashi,Ghost Slayers Ayashi,25,"Oct 7, 2006 to Mar 31, 2007",Supernatural,6.85
Mamoru-kun ni Megami no Shukufuku wo!,Venus to Mamoru!,24,"Oct 6, 2006 to Mar 30, 2007","Comedy, Romance",7.03
Bartender,Bartender,11,"Oct 15, 2006 to Dec 31, 2006","Drama, Gourmet",7.34
Legendz: Yomigaeru Ryuuou Densetsu,Legendz: Tale of the Dragon Kings,50,"Apr 4, 2004 to Mar 27, 2005","Action, Adventure, Comedy, Fantasy",7.37
Kujibiki♥Unbalance,UNKNOWN,12,"Oct 7, 2006 to Dec 23, 2006","Comedy, Romance",6.24
Hataraki Man,UNKNOWN,11,"Oct 13, 2006 to Dec 22, 2006","Comedy, Drama, Romance",7.0
Azumanga Web Daiou,Azumanga Web Daioh,1,"Dec 28, 2000","Comedy, Slice of Life",6.7
Jigoku Shoujo Futakomori,Hell Girl: Two Mirrors,26,"Oct 7, 2006 to Apr 7, 2007","Horror, Mystery, Supernatural",7.88
Panyo Panyo Di Gi Charat,UNKNOWN,48,"Jan 6, 2002 to Apr 3, 2003",Comedy,6.69
Casshern: Robot Hunter,Casshan: Robot Hunter,4,"Aug 21, 1993 to Feb 21, 1994","Adventure, Sci-Fi",6.3
Eat-Man '98,UNKNOWN,12,"Oct 8, 1998 to Dec 23, 1998","Action, Adventure, Sci-Fi",6.66
Galaxy Angel Rune,UNKNOWN,13,"Oct 2, 2006 to Dec 25, 2006","Comedy, Sci-Fi",6.26
Red Garden,Red Garden,22,"Oct 4, 2006 to Mar 14, 2007","Drama, Mystery, Supernatural",7.04
Super Robot Taisen OG: Divine Wars,Super Robot Wars The Original Generation: The Divine Wars,25,"Oct 5, 2006 to Mar 29, 2007","Action, Sci-Fi",6.79
Katekyo Hitman Reborn!,Reborn!,203,"Oct 7, 2006 to Sep 25, 2010","Action, Comedy",8.13
Kekkaishi,Kekkaishi,52,"Oct 16, 2006 to Feb 5, 2008","Action, Adventure, Supernatural",7.6
Venus Versus Virus,Venus Versus Virus,12,"Jan 12, 2007 to Mar 30, 2007","Drama, Romance, Supernatural",6.34
Salaryman Kintarou,UNKNOWN,20,"Feb 18, 2001 to Mar 18, 2001","Comedy, Drama",7.4
Mai-Otome Zwei,My-Otome Zwei,4,"Nov 24, 2006 to Aug 24, 2007",Action,7.24
Galerians: Rion,UNKNOWN,3,"Apr 24, 2002","Adventure, Drama, Horror, Mystery, Sci-Fi, Supernatural, Suspense",5.31
Jikuu Ihoujin Kyoko: Chocola ni Omakase!,UNKNOWN,1,"Aug 2, 2001","Comedy, Fantasy",5.4
Captain Tsubasa: Road to 2002,Captain Tsubasa,52,"Oct 7, 2001 to Oct 6, 2002",Sports,7.44
Massugu ni Ikou.,UNKNOWN,4,"Aug 18, 2003 to Aug 21, 2003","Comedy, Romance, Slice of Life",6.36
Soreyuke! Uchuu Senkan Yamamoto Youko (1999),UNKNOWN,26,"Apr 4, 1999 to Sep 26, 1999","Action, Adventure, Sci-Fi",6.55
Maps,UNKNOWN,4,"Jul 8, 1994 to Feb 24, 1995","Action, Adventure, Comedy, Sci-Fi",5.7
Haru no Ashioto The Movie: Ourin Dakkan,UNKNOWN,1,"Mar 31, 2006","Action, Comedy",4.72
Kai Doh Maru,UNKNOWN,1,"Dec 19, 2001","Action, Fantasy",5.56
G-On Riders,UNKNOWN,13,"Jul 2, 2002 to Oct 1, 2002","Action, Comedy, Sci-Fi",5.83
To Heart 2 Special,UNKNOWN,1,"Dec 24, 2005","Drama, Romance",6.3
Genma Taisen,Harmagedon,1,"Mar 12, 1983","Action, Adventure, Drama, Sci-Fi, Supernatural",5.15
Maou Dante,Demon Lord Dante,13,"Aug 31, 2002 to Nov 23, 2002","Action, Horror, Supernatural",5.99
Devilman Lady,The Devil Lady,26,"Oct 10, 1998 to May 8, 1999","Action, Drama, Horror",6.6
